,abstract,pub_date
0,"the united states recorded its 20 millionth case since the start of the coronavirus pandemic on thursday, surpassing a grim milestone just as the prospects for getting the virus under control quickly in the new year appeared to dim.",2021-01-01 01:28:22+00:00
1,"throughout the coronavirus pandemic, well-attended parties have mostly been shut down across los angeles, which has led to a culture of secrecy on social media.",2021-01-01 03:08:25+00:00
2,"a highly contagious coronavirus variant first identified in britain has been discovered in florida, health officials said on thursday.",2021-01-01 03:44:59+00:00
3,"the pandemic caused the cancellation of the rose parade, an institution since 1890, for the first time since world war ii.",2021-01-01 04:24:17+00:00
4,"with a new variant of the virus emerging elsewhere in the country, it’s crucial to vaccinate new yorkers quickly. but so far, only about 88,000 have received the shots.",2021-01-01 08:00:06+00:00
5,test your knowledge of this week’s health news.,2021-01-01 10:00:02+00:00
6,"maybe at another time in human history i would have cared about the health benefits, but at this point, i’m like, what does “good for you” even mean?",2021-01-01 10:00:06+00:00
7,"my toddler son and i spoke about the trees as people — and indeed, for the first month of quarantine, they were the only people besides us he got to see up close.",2021-01-01 10:00:12+00:00
8,our 7-day well challenge will show you how to build on the healthy habits you learned during pandemic life.,2021-01-01 10:00:13+00:00
9,"no visitors. no friends at the dining table. neighbors dying without notice. but many older adults have proved resilient during the pandemic, a phenomenon known as “crisis competence.”",2021-01-01 10:00:13+00:00
10,"to care for covid-19 patients and their families, seigan ed glassing reserves one day of the week to care for himself.",2021-01-01 10:00:21+00:00
11,"more than 400,000 new yorkers left the city at the beginning of the pandemic. many have returned; all have re-evaluated their relationship with the city.",2021-01-01 10:00:24+00:00
12,tens of thousands of new yorkers left the city when the pandemic struck and spent months living elsewhere. what did they learn?,2021-01-01 10:00:25+00:00
13,"the coronavirus has disrupted supply chains in unpredictable ways, creating long waits for basic items like dishwashers and love seats.",2021-01-01 13:00:09+00:00
14,"denese rankin, a 55-year-old retired bookkeeper and receptionist in castleberry, ala., did not want the covid-19 vaccine. her opinion toward the vaccine was like many black, rural americans: the vaccine had come about too quickly to be safe. ",2021-01-01 14:50:40+00:00
15,"the nation’s courts have reacted nimbly to the coronavirus pandemic, chief justice john g. roberts jr. wrote in his year-end report on the state of the federal judiciary.",2021-01-01 14:50:40+00:00
16,"as the coronavirus invades locker rooms and postpones matches, soccer needs to face up to a potential worst-case scenario.",2021-01-01 15:00:05+00:00
17,residents and caregivers at senior living facilities write about life during the pandemic — and trying to stay safe while facing the challenges of long-term isolation.,2021-01-01 16:00:06+00:00
18,"zakaria discusses “ten lessons for a post-pandemic world,” and margaret macmillan talks about “war: how conflict shaped us.”",2021-01-01 16:01:31+00:00
19,"a crisis looms in the pandemic’s wake: evictions that threaten to overwhelm schools, homeless shelters and food pantries.",2021-01-01 18:29:50+00:00
20,"if a second dose of one vaccine isn’t available, another may be substituted, according to the guidelines.",2021-01-01 20:43:17+00:00
21,"badly hit by the coronavirus, israel has distributed the first of two vaccine doses to more than 10 percent of its population. prime minister netanyahu is leading the charge, bolstering his own battered image along the way.",2021-01-01 20:44:01+00:00
22,the hudson’s bay company’s now-closed downtown department store is surrounded by warm memories — and significant challenges in a post-pandemic world.,2021-01-01 21:14:34+00:00
23,"dr. anthony s. fauci, the nation’s top infectious disease expert, told cnn on friday that the united states would not follow britain’s lead in front-loading first vaccine injections, potentially delaying the administration of second doses.",2021-01-01 21:30:51+00:00
24,"president trump did not attend his private social club’s annual new year’s eve bash, which hundreds of guests attended despite the coronavirus.",2021-01-01 23:42:32+00:00
25,"alvin kamara, the star running back for the new orleans saints and one of the best players in the n.f.l. this season, has been placed on the n.f.l.’s covid-19 reserve list, a move that will keep him out of the team’s regular-season finale on sunday and that may jeopardize his chances to appear in the team’s first game of the playoffs.",2021-01-02 04:00:01+00:00
26,the island’s success against the coronavirus has created a sinking feeling for many residents: how much longer can their good fortune last?,2021-01-02 08:00:10+00:00
27,"the pandemic did not stop a las vegas tradition: the fast, budget-priced nuptial ceremony with you and your very own (socially distant) elvis impersonator.",2021-01-02 10:00:15+00:00
28,"after days of record-setting coronavirus tallies in tokyo, the city’s governor on saturday asked japan’s central government to declare a national state of emergency for the first time since april.",2021-01-02 10:48:28+00:00
29,"hospitals are at capacity and coronavirus cases are surging, but many foreigners, especially americans, are heading to the mexican capital — some intending to stay awhile.",2021-01-02 13:15:27+00:00
30,all 54 african countries put together have registered fewer covid deaths than france. that doesn’t mean people aren’t dying from the virus.,2021-01-02 14:05:37+00:00
31,"a 2019 analysis found that 90,000 packages are lost or stolen every day in new york. and it’s only getting worse during the pandemic.",2021-01-02 15:00:08+00:00
32,"as the coronavirus claims more victims, a once-rare diagnosis is receiving new attention from scientists, who fear it may affect nutrition and mental health.",2021-01-02 15:26:25+00:00
33,"an expert coronavirus panel in india has recommended authorizing the vaccine created by astrazeneca and oxford university, as well as a local candidate, for emergency use.",2021-01-02 15:34:45+00:00
34,"housebound because of the pandemic, an international correspondent finds a way to travel the globe in her kitchen.",2021-01-02 15:35:42+00:00
35,"lagos, nigeria — as the pandemic has swept across the world, it has become increasingly evident that in a vast majority of countries on the african continent, most deaths are never formally registered. reliable data on a country’s deaths and their causes are hard to come by, which means governments can miss emerging health threats — whether ebola or the coronavirus — and often have to formulate health policy blindly.",2021-01-02 18:36:19+00:00
36,"canada will require passengers seeking to board international flights into the country to show their airline proof of a negative coronavirus test, in addition to entering an already existing, mandatory 14-day quarantine on arrival.",2021-01-02 19:07:53+00:00
37,"the 116th congress has lurched through a government shutdown, the impeachment and trial of a president, and the deadliest pandemic in a century.",2021-01-02 19:15:04+00:00
38,readers take issue with an op-ed suggesting that the pandemic has undone the advances in gender equity.,2021-01-02 19:30:05+00:00
39,"california’s prison system, which has been exceptionally hard-hit by the coronavirus, has started vaccinating some inmates — but none so far at the 25 prisons that have been most overwhelmed by infections, including san quentin, avenal state prison and the california institution for men.",2021-01-02 20:33:50+00:00
40,"los angeles county, already in the throes of a devastating surge in coronavirus cases after thanksgiving travel and gatherings, is being hit with a spike from christmas festivities.",2021-01-02 22:52:54+00:00
41,"this week, learn about the history of vaccines, explore mammoth hot springs or learn to code.",2021-01-03 06:00:06+00:00
42,"faced with a budget shortfall, the indian health service reduced a federally funded hospital in new mexico to a clinic as coronavirus cases continued to rise in the state.",2021-01-03 10:00:09+00:00
43,the new stimulus bill is here. brexit finally happened. and the vaccines are coming … slowly.,2021-01-03 12:00:04+00:00
44,"plenty of numbers can quantify the way the pandemic and the resulting recession have battered the united states: at least 7.8 million people have fallen into poverty, the biggest plunge in six decades; 85 million americans say they have had trouble paying basic household expenses, including food and rent.",2021-01-03 12:13:02+00:00
45,india greenlights two coronavirus vaccines.,2021-01-03 19:52:55+00:00
46,"gov. andrew m. cuomo of new york said he would not be vaccinated for covid-19 until vaccines were widely available for his age group in black, latino and poor new york communities.",2021-01-03 20:05:30+00:00
47,it’s another way to reach students without internet or computers during the pandemic.,2021-01-03 20:14:44+00:00
48,a holocaust survivor reflects on what it means to survive the pandemic.,2021-01-03 20:40:17+00:00
49,"an employee at a hospital in san jose wore an “air-powered” costume on christmas. within days, 44 staff members had tested positive for the coronavirus and one had died, the hospital said.",2021-01-03 21:40:48+00:00
50,"mass vaccination would be a challenge under any circumstances. but doing it during an out-of-control pandemic is straining states, cities and health departments.",2021-01-03 23:16:21+00:00
51,"the vote, largely along party lines, punctuated an opening day marked more by precaution than pomp, as the 117th congress convened under the threat of a deadly pandemic.",2021-01-04 00:42:06+00:00
52,the university of connecticut led the way in shutting down its program in deference to coronavirus precautions. most of the huskies’ peers lacked the courage to do the same.,2021-01-04 08:00:08+00:00
53,"the pandemic has all but shut down the income streams for halftime performers, who typically make $1,500 to $5,000 a show. the emotional toll is high as well.",2021-01-04 08:00:09+00:00
54,"during pandemic lockdowns, many of us learned the importance of short home workouts. take the 7-day well challenge for a new exercise video and more ways to keep moving in 2021.",2021-01-04 10:00:06+00:00
55,"addiction is often referred to as a disease of isolation, and overcoming that challenge has only become more difficult during a pandemic that has forced people indoors — in some cases to live lonely lives, with drugs and alcohol as a way to cope with the stress.",2021-01-04 10:00:38+00:00
56,"the ski industry already took a hit in the spring when the pandemic struck and many resorts had to close early, leading to $2 billion in losses and causing layoffs or furloughs of thousands of employees, according to the national ski areas association, a trade group. the industry saw its lowest number of visits, 51 million, since the 2011 to 2012 season, the association said.",2021-01-04 11:50:04+00:00
57,monday: a look at a few of the laws that went into effect on jan. 1. also: the pandemic surges in los angeles.,2021-01-04 13:49:11+00:00
58,"the sharp drop in visitors since the start of the pandemic pressed this small community in the hills of chianti to cling to the essentials: the pharmacy, the food store and agriculture.",2021-01-04 15:38:20+00:00
59,"coronavirus will not kill the office, dror poleg writes for the upshot. ",2021-01-04 16:27:28+00:00
60,"despite new pandemic aid, he confronts an economic crisis unlike any since he last entered office in 2009. and political headwinds have only stiffened.",2021-01-04 17:12:18+00:00
61,using inactivated coronaviruses to train the immune system.,2021-01-04 17:27:59+00:00
62,"prime minister boris johnson closed schools and declared a national lockdown in england, following on the heels of scotland.",2021-01-04 18:16:56+00:00
63,"the van driver had just dropped off the children, the police said. the fatality came as reckless driving has increased during the pandemic.",2021-01-04 19:00:05+00:00
64,"thailand, japan and china impose new restrictions.",2021-01-04 19:23:13+00:00
65,"citing a steep increase in coronavirus cases and pressure on the national health service, scotland’s first minister, nicola sturgeon, announced a new lockdown on monday that will last until at least the end of january.",2021-01-04 19:51:51+00:00
66,"the sluggish pace of vaccinations has been particularly striking in new york city, the onetime epicenter of the pandemic.",2021-01-04 20:07:51+00:00
67,the 67-game hoops bonanza will be played in and around indianapolis as the n.c.a.a. tries to limit travel during the pandemic.,2021-01-04 20:22:40+00:00
68,"nicola sturgeon, scotland’s first minister, announced on monday that the country will go back into lockdown until the end of january due to the increase of coronavirus cases from a newly discovered variant.",2021-01-04 20:32:11+00:00
69,the police say a wisconsin pharmacist believed the moderna vaccine would harm people and tried to sabotage the effort to vaccinate frontline workers.,2021-01-04 22:34:39+00:00
70,"california’s daily coronavirus case tallies remain around four times what they were during the state’s summer surge, and officials predict that the aftereffects of a december surge linked to holiday gatherings will worsen as the winter drags on.",2021-01-04 22:52:56+00:00
71,the e.p.a. has finalized a so-called transparency plan that it says will improve the credibility of science. scientists say it is designed to stop new public health protections by limiting what research the agency can consider.,2021-01-04 23:08:24+00:00
72,the united states is mired in a vaccine blame game.,2021-01-05 00:23:14+00:00
73,"mexico approved the oxford-astrazeneca coronavirus vaccine for emergency use on monday, the country’s top epidemiologist, hugo lópez-gatell, announced in a tweet on monday evening. it is the fourth country to approve the vaccine.",2021-01-05 01:54:25+00:00
74,"the food and drug administration late monday criticized an idea floated by one of the administration’s top vaccine officials for stretching the limited number of covid-19 vaccine doses, saying that a proposal for half-doses of the moderna vaccine was “premature and not rooted solidly in the available science.”",2021-01-05 03:31:30+00:00
75,"real estate sales picked up in the final months of 2020, but not enough to make up for the shutdown in the early months of the pandemic.",2021-01-05 05:01:04+00:00
76,"while many countries are still reeling from covid-19, china — where the pandemic originated — has become one of the safest places in the world. the country reported fewer than 100,000 infections for all of 2020. the united states has been reporting more than that every day since early november.",2021-01-05 09:59:53+00:00
77,the magazine’s ethicist columnist on what to do when a doctor shares falsehoods about the origins of coronavirus and the safety of the vaccine — and more.,2021-01-05 10:00:04+00:00
78,"brian kelly, the points guy, has created an empire dedicated to maximizing credit-card rewards and airline miles. what are they worth in a global pandemic — and why are they worth anything at all?",2021-01-05 10:00:07+00:00
79,"social bubbles have helped us cope with the restrictions of covid-19. for today’s well challenge, look to your pandemic pod to inspire and motivate you toward a healthier and happier life.",2021-01-05 10:00:08+00:00
80,"since the pandemic hit, car ownership has soared, stoking tensions over parking spots. advocacy groups for mass transit don’t have much sympathy.",2021-01-05 10:00:15+00:00
81,a former momofuku employee’s account of a rage-fueled workplace is an all-too-familiar story. but it raises questions about how we treat restaurant staffs in the covid era.,2021-01-05 10:00:19+00:00
82,"the  governor threatened penalties for hospitals that don’t increase the pace of inoculations, and  made more health care workers eligible.",2021-01-05 10:06:18+00:00
83,"president joko widodo hopes to begin inoculations soon, but the vaccine from the chinese company sinovac still needs approval from safety regulators and an influential council of muslim clerics.",2021-01-05 11:05:18+00:00
84,"a pharmacist who was arrested on charges that he intentionally sabotaged more than 500 doses of the covid-19 vaccine at a wisconsin hospital was “an admitted conspiracy theorist” who believed the vaccine could harm people and “change their dna,” according to the police in grafton, wis., where the man was employed.",2021-01-05 11:48:11+00:00
85,research into the health effects of natural and man-made surroundings is spurring the development of psychiatric facilities that feel more residential and welcoming.,2021-01-05 14:00:10+00:00
86,"tuesday: slammed by the coronavirus and behind on its vaccine rollout, california is about to be hit by a tidal wave of post-holiday virus infections, the governor warns.",2021-01-05 14:00:24+00:00
87,"exhibitors and collectors are looking cautiously forward in the coming year, knowing that their schedules will be at the mercy of the coronavirus.",2021-01-05 14:04:05+00:00
88,see how the leading vaccines train the immune system to fight the virus.,2021-01-05 14:06:55+00:00
89,"as new york city braces for a pandemic winter, many parks, plazas and open spaces that are so vital to its public life in warmer months have been transformed into cold-weather playgrounds. ",2021-01-05 14:44:58+00:00
90,"the largest health system in new york, led by a close ally of the governor, continued to sue over medical debt during the covid-19 crisis, even after other big hospitals suspended lawsuits.",2021-01-05 15:14:20+00:00
91,"acknowledging that coronavirus vaccination around the united states was going slowly, dr. jerome adams, the surgeon general, urged the states on tuesday not to stick rigidly to the centers for disease control and prevention guidelines about whom to vaccinate first.",2021-01-05 18:46:18+00:00
92,indonesia’s clerics want more details about china’s vaccine.,2021-01-05 18:52:02+00:00
93,"he played a major role in combating trachoma, a chlamydia-related disease. he died of complications of covid-19.",2021-01-05 19:10:06+00:00
94,"the 63rd annual grammy awards, set to be presented this month, have been delayed as the coronavirus spreads rapidly in the los angeles area, according to a spokeswoman for the recording academy, which presents the awards.",2021-01-05 20:27:20+00:00
95,"as england re-entered lockdown on tuesday, new figures showed that one in 50 people had recently been infected with the virus, and officials warned that some restrictions on daily life could still be needed next winter.",2021-01-05 20:28:23+00:00
96,chancellor angela merkel of germany announced on tuesday that the country would extend the nationwide lockdown until the end of january amid the surge of coronavirus cases and the fear that the more contagious variant of the virus could spread.,2021-01-05 21:09:41+00:00
97,"experts advising the world health organization have recommended that the pfizer-biontech covid-19 vaccine be administered as recommended by its manufacturer, adding that countries with limited supplies of the vaccine could delay the second dose.",2021-01-05 21:09:46+00:00
98,"the pandemic’s effect on the 2020 real estate market has come into sharp relief. and in manhattan, the year in home sales was predictably grim, even though there have been recent signs of improvement, according to new industry statistics.",2021-01-05 22:24:05+00:00
99,"after sandra lindsay became the first person in the united states to receive a covid-19 vaccination outside a clinical trial, something unexpected happened: she acquired a fan club.",2021-01-05 23:31:52+00:00
100,"the n.i.h. and moderna are examining whether doses of moderna’s coronavirus vaccine can be halved to double the supply, while scientists look for other ways to extend availability.",2021-01-05 23:59:14+00:00
101,"officials in california have painted an increasingly catastrophic picture of the state’s covid-19 crisis over the past several days, precisely what they had warned was coming, as the state faces an oxygen shortage.",2021-01-06 00:55:43+00:00
102,mr. kim convened the first workers’ party congress in five years to revamp his policies as north korea’s economic troubles deepened amid international sanctions and the pandemic.,2021-01-06 01:10:23+00:00
103,"president jimmy carter, who is 96 and faced health problems, including cancer, has attended every inauguration going back to 1977.",2021-01-06 03:03:35+00:00
104,"the pandemic taught us that when you take care of yourself, you’re also taking care of your family, friends and community. the 7-day well challenge will show you how to focus on self-care in 2021.",2021-01-06 10:00:09+00:00
105,"when the coronavirus began spreading through new york, gov. andrew m. cuomo ordered state-run hospitals to stop suing patients over unpaid medical bills, and almost all of the major private hospitals in the state voluntarily followed suit by suspending their claims.",2021-01-06 10:01:13+00:00
106,the european union drug regulator approved the moderna coronavirus vaccine on wednesday after moving up a decision that had been scheduled for later in january.,2021-01-06 12:48:58+00:00
107,"a college football season perpetually knocked sideways by the coronavirus pandemic is now preparing for a potential final blow as leaders consider whether they might need to postpone monday’s national championship game because of virus cases at ohio state, which is scheduled to play no. 1 alabama for the title.",2021-01-06 13:47:35+00:00
108,"for some families, the pandemic has meant relaxing restrictions on what constitutes family tv. here’s why that’s not necessarily a bad thing.",2021-01-06 16:33:25+00:00
109,her tastes ran from meat loaf to mozart and she brought that spirit of eclecticism to her jobs in schools and a church. she died of complications of the coronavirus.,2021-01-06 17:12:40+00:00
110,he was a premier election and campaign lawyer and a fixture in chicago legal circles. he died of covid-19.,2021-01-06 18:00:46+00:00
111,"it’s not too late to curb the contagious variant’s spread in the u.s., experts say — but only with a national program for genetic sequencing.",2021-01-06 18:15:59+00:00
112,"state restrictions, and a surge in enforcement, have pushed some bars underground. many have been hit with violations and face a challenging winter.",2021-01-06 19:19:05+00:00
113,the public health threat of the new coronavirus variant has stilled the british prime minister’s critics and offered a chance to redeem past failures.,2021-01-06 19:23:24+00:00
114,"supporters of president trump swarmed and entered the capitol in washington on wednesday, prompting a lockdown and portions of the grounds to be evacuated.",2021-01-06 19:35:46+00:00
115,thousands of people received convalescent plasma as an experimental treatment for covid. a new study shows that it works — but only when given within a few days of the onset of illness.,2021-01-06 22:00:09+00:00
116,"israel imposed a tighter lockdown as coronavirus infections soared, the variant spread, vaccines were running out and a debate erupted over the country’s responsibility to the palestinians.",2021-01-06 22:27:51+00:00
117,ms. michaels found material for her books and public access talk show in the region she loved. she died of covid-19.,2021-01-06 22:41:16+00:00
118,public health experts say there is still time to contain the new variant.,2021-01-06 23:05:43+00:00
119,"fast-rising coronavirus case counts and deaths forced prime minister yoshihide suga to act, but some say the restrictions — mostly voluntary — won’t be enough.",2021-01-07 07:04:23+00:00
120,"in this lesson, students will learn about how countries around the world are viewing, and dealing with, the coronavirus pandemic in the first days of 2021.",2021-01-07 09:00:02+00:00
121,"representative jake laturner, republican of kansas, announced that he received a positive test result for the coronavirus on wednesday night, after he spent the day participating in a failed effort to stop congress from formally certifying president-elect joseph r. biden jr.’s victory.",2021-01-07 09:58:35+00:00
122,"as americans were transfixed by the spectacle of the capitol under siege, the coronavirus continued to sweep across the united states.",2021-01-07 09:59:34+00:00
123,"at the start of the pandemic, i was “dr. no” to my in-laws and cancer patients, but my conversations have become more nuanced.",2021-01-07 10:00:07+00:00
124,an important lesson of 2020 is that preparation for a health crisis is a gift to the people you love. today’s well challenge shows you how.,2021-01-07 10:00:08+00:00
125,"new hampshire’s house of representatives, whose speaker died of the coronavirus, has refused to meet remotely.",2021-01-07 10:00:29+00:00
126,"blood plasma from recovered covid-19 patients can help older adults avoid getting seriously sick with the coronavirus — if the therapy is administered within days of the onset of the illness, a small but rigorous clinical trial in argentina found.",2021-01-07 10:01:09+00:00
127,"lawmakers have returned to albany, and they’ve been tasked with the  challenge of fixing the financial damage the coronavirus has done.",2021-01-07 10:32:39+00:00
128,jerusalem — israel faces a tightened lockdown this week as officials fear that the more transmissible british variant of the virus is spreading rapidly and its vaccine supplies are running low.,2021-01-07 11:03:33+00:00
129,"the netflix series, featuring lebowitz and directed by scorsese, offers acerbic commentary and a sense of yearning for a pre-pandemic metropolis.",2021-01-07 15:12:32+00:00
130,two adenoviruses help prime the immune system to fight the coronavirus.,2021-01-07 18:02:26+00:00
131,readers discuss an op-ed that argued that pharmaceutical companies don’t deserve the public relations lift from the rapid vaccine development.,2021-01-07 19:32:17+00:00
132,"a poet, scholar, historian, critic and novelist, he was credited with the revival of urdu literature, especially from the 18th and 19th centuries. he died of covid-19.",2021-01-07 19:39:49+00:00
133,"with hospitals in los angeles county swamped with covid-19 patients, a memo that went out to the county’s ambulance crews last week caused public alarm and prompted explanations from medics on social media about their care practices.",2021-01-07 20:06:09+00:00
134,"french officials vowed to speed up their vaccination campaign on thursday, but warned that restrictions and curfews would remain in place in order to halt a rise in infections and hospitalizations.",2021-01-07 20:25:17+00:00
135,"dr. anthony s. fauci, the top infectious disease expert in the united states, predicted on thursday that the daily death toll from the coronavirus would continue to rise for weeks to come, and counseled patience with the vaccination program gearing up across the nation.",2021-01-07 20:57:40+00:00
136,what do you most miss from your life before covid?,2021-01-07 21:00:13+00:00
137,"the spread of the coronavirus accelerated sharply in u.s. counties where large universities held classes in person last fall, federal health researchers reported on wednesday.",2021-01-07 21:26:26+00:00
138,"in a boost to israel’s vaccination campaign, prime minister benjamin netanyahu announced on thursday that he had reached an agreement with pfizer that will enable all israelis above age 16 to be inoculated against covid-19 by the end of march.",2021-01-07 23:31:02+00:00
139,"by gaining the senate, democrats have the chance to move on large parts of the president-elect’s ambitions for the economy, health care, climate change and more.",2021-01-07 23:54:03+00:00
140,the list of states to identify the dangerous new coronavirus variant is growing.,2021-01-08 00:12:44+00:00
141,"amid surging coronavirus cases, the top u.s. testing official on thursday announced another scale-up in the country’s diagnostic efforts, touting the importance of tests that can run from start to finish outside the lab.",2021-01-08 00:57:08+00:00
142,"california, confronting its worst surge of coronavirus infections yet, is loosening its vaccine protocol in an effort to avoid wasting covid-19 vaccines.",2021-01-08 03:17:08+00:00
143,"a cancer diagnosis in the midst of the pandemic led to our improvising a wedding and joining a commune, where our family of two became 14.",2021-01-08 05:00:06+00:00
144,test your knowledge of this week’s health news.,2021-01-08 10:00:06+00:00
145,"many people want a pandemic baby, but some sperm banks are running low. so women are joining unregulated facebook groups to find willing donors, no middleman required.",2021-01-08 10:00:33+00:00
146,"state and local governments continued to cut payroll employment in december, a sign that a crucial sector was bleeding jobs nine months into the pandemic.",2021-01-08 14:30:04+00:00
147,"the share of americans who are either working or looking for jobs remains well below pre-pandemic levels, data released friday showed, a sign that many working-age adults have been pushed onto the labor market’s sidelines as the health crisis persists.",2021-01-08 15:07:13+00:00
148,"in a sharp break with the trump administration, president-elect joseph r. biden jr. intends to release nearly all available doses of the coronavirus vaccine soon after he is inaugurated, rather than hold back millions of vials to guarantee second doses will be available.",2021-01-08 16:32:41+00:00
149,"president-elect joseph r. biden jr. formally announced nearly two dozen members of his national security council staff on friday, including a senior official for global health threats whose office was downgraded before the coronavirus pandemic.",2021-01-08 16:55:18+00:00
150,a look at this week’s news from the team tracking the coronavirus.,2021-01-08 16:55:54+00:00
151,"raj shah, the head of the rockefeller foundation, spent a career working on disaster response in the developing world. the coronavirus pandemic has put his focus on the u.s.",2021-01-08 17:00:08+00:00
152,read the letter the governors sent to top officials at the department of health and human services.,2021-01-08 17:10:28+00:00
153,"mayor bill de blasio pushed the state to allow new york city to vaccinate essential workers and older residents for covid-19, saying the city had 270,000 doses it could administer to new yorkers over 75 if the state allowed it.",2021-01-08 17:31:13+00:00
154,"public health officials are using eventbrite’s online ticketing platform to schedule shots. but appointments are still hard to find, and not everyone knows how to use the website.",2021-01-08 17:40:26+00:00
155,"the bull market has withstood pandemic, recession, political crisis and a mob attack on congress. but it’s not immortal.",2021-01-08 19:25:58+00:00
156,"ursula von der leyen, president of the european commission, announced on friday that it has secured additional doses of the pfizer-biontech vaccine, enough vaccines to inoculate 80 percent of the bloc’s population.",2021-01-08 20:05:26+00:00
157,"appointed head of the incoming administration’s task force on health equity, the yale university scientist “is not sitting in her ivory tower.”",2021-01-08 20:05:57+00:00
158,"the coronavirus, a force of death and destruction, is also pushing artists and musicians to be more creative.",2021-01-08 20:23:47+00:00
159,"re-opening debates rage, teachers wait for vaccines and remote learning struggles continue.",2021-01-08 20:39:19+00:00
160,a new york times reporter juggled fears engendered by the politicized rollout of the sputnik v vaccine with the urge to gain protection from the deadly virus.,2021-01-08 21:18:37+00:00
161,"it’s good news, but experts cautioned that the new variants from britain and south africa also carry other potentially dangerous mutations that have not yet been investigated.",2021-01-08 21:26:32+00:00
162,covid-19 is forcing n.f.l. players and other pro athletes to make unusually hard decisions about work-life balance.,2021-01-08 21:30:07+00:00
163,the philadelphia 76ers and nets continued a game even though a player who had been on the bench learned during play that he had tested positive for the coronavirus.,2021-01-08 23:07:12+00:00
164,"reports of a highly contagious new variant, published on friday by multiple news outlets, were based on speculative statements made by dr. deborah birx.",2021-01-08 23:50:27+00:00
165,"with job losses, record coronavirus numbers and politics in turmoil after the storming of the capitol, the president-elect pressed for quick passage of a stimulus package to help struggling americans.",2021-01-09 01:02:15+00:00
166,removing obstacles makes it more likely you’ll achieve a new health goal. the 7-day well challenge will show you how.,2021-01-09 10:00:11+00:00
167,"in the coming days, los angeles county will reach a level where one in 10 residents has tested positive for the coronavirus.",2021-01-09 10:00:12+00:00
168,an order issued on saturday empowers beijing to tell companies to ignore u.s. restrictions and allows them to sue other businesses if they comply.,2021-01-09 11:20:08+00:00
169,"no, not tom brady. he made it. but the pandemic is forcing teams to keep large numbers of fans away.",2021-01-09 12:30:07+00:00
170,"blocked from obtaining vaccines from the united states, its putative ally, and taunted in russian propaganda, ukraine turned to china.",2021-01-09 14:00:27+00:00
171,president-elect joseph r. biden jr. on friday promised an accelerated response to a daunting and intensifying array of challenges as the economy showed new signs of weakness and the coronavirus pandemic killed more americans than ever.,2021-01-09 14:56:11+00:00
172,"some states are already expanding eligibility to people 65 and over, even though millions of people the c.d.c. recommends go first — health care workers and nursing home residents — have yet to get shots.",2021-01-09 17:00:12+00:00
173,"queen elizabeth, 94, and prince philip, 99, were vaccinated at windsor castle, but it remains unclear which vaccine they received.",2021-01-09 17:46:04+00:00
174,"saying he will be vaccinated himself next week, francis described the refusal to get the vaccine as suicidal.",2021-01-09 19:03:41+00:00
175,"when the city of san antonio’s covid-19 vaccination registration site went live at 9 a.m. on saturday, the 9,000 available slots filled up in six minutes. in michigan, more than 20,000 people tried to enter a health system’s portal for covid vaccinations at the same time, crippling the system.",2021-01-09 20:44:41+00:00
176,"dr. anthony s. fauci told performing arts professionals that if the vaccination program was a success, performances could resume with relatively few restrictions.",2021-01-09 21:41:56+00:00
177,"the inaugural committee did not disclose how much it has raised so far for the event, which is to be scaled down because of the pandemic.",2021-01-10 03:16:34+00:00
178,"starting a new habit is hard. to make it easier, try recycling an old one instead, building on lessons you learned from pandemic living.",2021-01-10 04:05:05+00:00
179,the chinese communist party’s efforts to hide its missteps have taken on new urgency as the anniversary of the world’s first covid-19 lockdown nears.,2021-01-10 17:26:43+00:00
180,"warning that vaccines are the only backstop the country has against fast-spreading new variants of the coronavirus, dr. scott gottlieb, the former commissioner of the food and drug administration, said sunday that federal and state leaders need to “hit the reset and adopt a new strategy” to get far more shots into arms as soon as possible.",2021-01-10 18:07:36+00:00
181,"while sheltering in a secure location as a mob of trump supporters stormed the capitol on wednesday, house lawmakers may have been exposed to someone who was infected with the coronavirus, congress’s office of the attending physician said on sunday.",2021-01-10 18:26:51+00:00
182,for-profit experiential art centers are investing hundreds of millions of dollars in a business where audiences have evaporated because of the pandemic.,2021-01-10 18:32:49+00:00
183,"florida decided people 65 and older should get the coronavirus vaccine first. but demand has overwhelmed supply, and people are frustrated.",2021-01-10 19:01:25+00:00
184,this charming mini-series adaptation of the james herriot book was a surprise pandemic hit in britain. this week it arrives in an america in need of its own relief.,2021-01-10 19:05:09+00:00
185,a game between the miami heat and the boston celtics was postponed and several teams have been left without key players because of players’ testing positive for the coronavirus and contact tracing.,2021-01-10 22:25:44+00:00
186,"the dtp vaccine teaches us about how brilliant vaccine technology can be, but also how it can be studied and improved over time.",2021-01-11 10:00:08+00:00
187,"mr. yang has name recognition, fund-raising ability and some different ideas on how to run a government. how will that play in a city ravaged by the pandemic?",2021-01-11 10:00:18+00:00
188,"new york on monday began giving vaccines to residents 75 and older as well as a wider range of essential workers, as state health officials expanded the group of people eligible to receive the vaccine.",2021-01-11 10:01:38+00:00
189,"teachers, residents older than 75 and more medical workers can now get covid-19 shots as the state eases its rules.",2021-01-11 10:26:32+00:00
190,"officials said the redesign was an attempt to disassociate taiwanese citizens from those on the mainland, who faced travel restrictions amid the pandemic.",2021-01-11 10:58:58+00:00
191,"with the coronavirus at a peak in the united states, we look at the latest in the fight against the disease.",2021-01-11 11:00:08+00:00
