,timestamp,day_of_week,adjusted_close,change
0,2021-01-04 00:00:00+00:00,Monday,35.4145471883,
1,2021-01-05 00:00:00+00:00,Tuesday,35.7801415358,0.010323281716864141
2,2021-01-06 00:00:00+00:00,Wednesday,35.4722726116,-0.008604463565130449
3,2021-01-07 00:00:00+00:00,Thursday,35.6550697853,0.005153241115998464
4,2021-01-08 00:00:00+00:00,Friday,35.7224161125,0.001888828926868813
5,2021-01-11 00:00:00+00:00,Monday,36.3381539609,0.017236735792474756
6,2021-01-12 00:00:00+00:00,Tuesday,35.7705206319,-0.015620863118439576
7,2021-01-13 00:00:00+00:00,Wednesday,35.4626517077,-0.008606777837207202
8,2021-01-14 00:00:00+00:00,Thursday,35.356821765,-0.002984264785732882
9,2021-01-15 00:00:00+00:00,Friday,35.3087172456,-0.0013605442174561277
10,2021-01-19 00:00:00+00:00,Tuesday,35.3375799572,0.0008174386908261777
11,2021-01-20 00:00:00+00:00,Wednesday,35.116299168,-0.006261911242026463
12,2021-01-21 00:00:00+00:00,Thursday,35.0970573602,-0.0005479452065249024
13,2021-01-22 00:00:00+00:00,Friday,35.1644036874,0.001918859649936655
14,2021-01-25 00:00:00+00:00,Monday,35.8667296707,0.01997264021717693
15,2021-01-26 00:00:00+00:00,Tuesday,35.8955923824,0.0008047210315795805
16,2021-01-27 00:00:00+00:00,Wednesday,34.866155667,-0.0286786384365324
17,2021-01-28 00:00:00+00:00,Thursday,34.8757765709,0.00027593819037252665
18,2021-01-29 00:00:00+00:00,Friday,34.9146787199,0.0011154489684528368
19,2021-02-01 00:00:00+00:00,Monday,34.8174233474,-0.0027855153209406236
20,2021-02-02 00:00:00+00:00,Tuesday,34.0296548304,-0.02262569832178085
21,2021-02-03 00:00:00+00:00,Wednesday,33.8837717716,-0.00428693912785949
22,2021-02-04 00:00:00+00:00,Thursday,33.9323994579,0.0014351320339358598
23,2021-02-05 00:00:00+00:00,Friday,33.9615760696,0.0008598452265717871
24,2021-02-08 00:00:00+00:00,Monday,33.8643206971,-0.002863688431322786
25,2021-02-09 00:00:00+00:00,Tuesday,34.0102037559,0.00430786904319902
26,2021-02-10 00:00:00+00:00,Wednesday,33.7865163992,-0.006577066056571157
27,2021-02-11 00:00:00+00:00,Thursday,33.4850247445,-0.008923431203672116
28,2021-02-12 00:00:00+00:00,Friday,33.7670653247,0.008422887017466518
29,2021-02-16 00:00:00+00:00,Tuesday,33.7378887129,-0.0008640553012065899
30,2021-02-17 00:00:00+00:00,Wednesday,33.9323994579,0.0057653502462833295
31,2021-02-18 00:00:00+00:00,Thursday,33.6114567287,-0.009458297507023983
