,timestamp,day_of_week,adjusted_close,change
27,2021-02-11 00:00:00+00:00,Thursday,48.7817884845,0.0024014408648858065
28,2021-02-12 00:00:00+00:00,Friday,50.3400009336,0.03194250349380101
29,2021-02-16 00:00:00+00:00,Tuesday,49.560894709,-0.015476881409431487
30,2021-02-17 00:00:00+00:00,Wednesday,50.1062690662,0.011004126547799364
31,2021-02-18 00:00:00+00:00,Thursday,50.1549632052,0.0009718172976651562
32,2021-02-19 00:00:00+00:00,Friday,49.2687298748,-0.017669902912183066
33,2021-02-22 00:00:00+00:00,Monday,49.2492522192,-0.00039533504617417226
34,2021-02-23 00:00:00+00:00,Tuesday,48.0221599155,-0.024915958078681633
35,2021-02-24 00:00:00+00:00,Wednesday,48.7915273123,0.016021091057832004
36,2021-02-25 00:00:00+00:00,Thursday,48.5383177893,-0.0051896207589336996
37,2021-02-26 00:00:00+00:00,Friday,48.0123454231,-0.010836229810913367
38,2021-03-01 00:00:00+00:00,Monday,47.7245492228,-0.0059942124835570265
39,2021-03-02 00:00:00+00:00,Tuesday,47.3672849741,-0.007485963817743468
40,2021-03-03 00:00:00+00:00,Wednesday,46.8016165803,-0.011942174733242661
41,2021-03-04 00:00:00+00:00,Thursday,46.8710846287,0.00148430873708838
42,2021-03-05 00:00:00+00:00,Friday,47.6947772021,0.017573576116812095
43,2021-03-08 00:00:00+00:00,Monday,47.8237892919,0.0027049521429427514
44,2021-03-09 00:00:00+00:00,Tuesday,48.895582038,0.0224112886487966
45,2021-03-10 00:00:00+00:00,Wednesday,49.4314784111,0.010960016237939962
46,2021-03-11 00:00:00+00:00,Thursday,48.3001416235,-0.022886970488545266
47,2021-03-12 00:00:00+00:00,Friday,48.0520414508,-0.005136634476849866
48,2021-03-15 00:00:00+00:00,Monday,48.3993816926,0.007228418009162851
49,2021-03-16 00:00:00+00:00,Tuesday,49.6696545769,0.026245642813536474
50,2021-03-17 00:00:00+00:00,Wednesday,49.6895025907,0.00039960039925923674
51,2021-03-18 00:00:00+00:00,Thursday,48.9551260794,-0.014779308968921878
52,2021-03-19 00:00:00+00:00,Friday,48.8360379965,-0.002432596797051434
53,2021-03-22 00:00:00+00:00,Monday,50.8109153713,0.0404389351761405
54,2021-03-23 00:00:00+00:00,Tuesday,49.0245941278,-0.035156249999561795
55,2021-03-24 00:00:00+00:00,Wednesday,48.4192297064,-0.012348178137322252
56,2021-03-25 00:00:00+00:00,Thursday,49.3223143351,0.0186513629848315
57,2021-03-26 00:00:00+00:00,Friday,50.2551709845,0.01891348088538769
58,2021-03-29 00:00:00+00:00,Monday,50.4238791019,0.0033570300149219356
59,2021-03-30 00:00:00+00:00,Tuesday,49.5902625216,-0.016532178704763423
60,2021-03-31 00:00:00+00:00,Wednesday,49.3421623489,-0.005003001800846341
61,2021-04-01 00:00:00+00:00,Thursday,49.1536062176,-0.003821399839891715
62,2021-04-05 00:00:00+00:00,Monday,49.1536062176,0.0
63,2021-04-06 00:00:00+00:00,Tuesday,48.8459620035,-0.0062588330292202565
64,2021-04-07 00:00:00+00:00,Wednesday,48.0520414508,-0.016253555465713054
65,2021-04-08 00:00:00+00:00,Thursday,49.1238341969,0.02230483271345296
66,2021-04-09 00:00:00+00:00,Friday,49.5604905009,0.00888888888944983
67,2021-04-12 00:00:00+00:00,Monday,49.0444421416,-0.010412494995194366
68,2021-04-13 00:00:00+00:00,Tuesday,48.8161899827,-0.004653986240499841
69,2021-04-14 00:00:00+00:00,Wednesday,49.4612504318,0.013214067901009985
70,2021-04-15 00:00:00+00:00,Thursday,50.4437271157,0.019863563402116036
71,2021-04-16 00:00:00+00:00,Friday,50.3544110535,-0.0017706079091883709
72,2021-04-19 00:00:00+00:00,Monday,51.2376476684,0.017540402050608694
73,2021-04-20 00:00:00+00:00,Tuesday,51.8727841105,0.01239589385934492
74,2021-04-21 00:00:00+00:00,Wednesday,52.7064006908,0.01607040367303636
75,2021-04-22 00:00:00+00:00,Thursday,52.3094404145,-0.007531538315977082
76,2021-04-23 00:00:00+00:00,Friday,51.8628601036,-0.008537279453981972
77,2021-04-26 00:00:00+00:00,Monday,51.9720241796,0.0021048603139497413
78,2021-04-27 00:00:00+00:00,Tuesday,51.9720241796,0.0
79,2021-04-28 00:00:00+00:00,Wednesday,51.6842279793,-0.005537521480892482
80,2021-04-29 00:00:00+00:00,Thursday,50.9796234888,-0.013632872503816729
81,2021-04-30 00:00:00+00:00,Friday,52.6667046632,0.03309324508390388
82,2021-05-03 00:00:00+00:00,Monday,53.2919170984,0.011871113622889284
83,2021-05-04 00:00:00+00:00,Tuesday,52.5277685665,-0.014338919924555271
84,2021-05-05 00:00:00+00:00,Wednesday,53.2422970639,0.01360287171718344
85,2021-05-06 00:00:00+00:00,Thursday,53.0735889465,-0.003168685926482784
86,2021-05-07 00:00:00+00:00,Friday,53.4010811744,0.006170531038142579
87,2021-05-10 00:00:00+00:00,Monday,53.9667495682,0.010592826612491502
88,2021-05-11 00:00:00+00:00,Tuesday,53.6888773748,-0.005148951819839431
89,2021-05-12 00:00:00+00:00,Wednesday,54.0858376511,0.007393715341239782
90,2021-05-13 00:00:00+00:00,Thursday,54.6316580311,0.010091743119909014
91,2021-05-14 00:00:00+00:00,Friday,54.7904421416,0.002906448682366669
92,2021-05-17 00:00:00+00:00,Monday,55.4553506045,0.012135482703016232
93,2021-05-18 00:00:00+00:00,Tuesday,55.5645146805,0.0019685039371319935
94,2021-05-19 00:00:00+00:00,Wednesday,55.9118549223,0.006251116270829193
95,2021-05-20 00:00:00+00:00,Thursday,57.0034956822,0.019524316648357187
96,2021-05-21 00:00:00+00:00,Friday,56.9637996546,-0.0006963788294896966
97,2021-05-24 00:00:00+00:00,Monday,57.0332677029,0.0012195121940814513
98,2021-05-25 00:00:00+00:00,Tuesday,56.4775233161,-0.009744214371426252
99,2021-05-26 00:00:00+00:00,Wednesday,56.1103350604,-0.0065014935878983104
100,2021-05-27 00:00:00+00:00,Thursday,56.4576753022,0.0061903077468012935
101,2021-05-28 00:00:00+00:00,Friday,56.3385872193,-0.002109333802048363
102,2021-06-01 00:00:00+00:00,Tuesday,55.8225388601,-0.009159767482121328
103,2021-06-02 00:00:00+00:00,Wednesday,55.6736787565,-0.002666666666184203
104,2021-06-03 00:00:00+00:00,Thursday,55.8225388601,0.0026737967909586935
105,2021-06-04 00:00:00+00:00,Friday,56.3683592401,0.009777777778397168
106,2021-06-07 00:00:00+00:00,Monday,55.9713989637,-0.0070422535222136595
107,2021-06-08 00:00:00+00:00,Tuesday,55.8820829016,-0.0015957446794910846
108,2021-06-09 00:00:00+00:00,Wednesday,57.1622797927,0.02290889717468536
109,2021-06-10 00:00:00+00:00,Thursday,58.3928566494,0.021527777778680424
110,2021-06-11 00:00:00+00:00,Friday,58.323388601,-0.0011896668939679333
111,2021-06-14 00:00:00+00:00,Monday,58.3134645941,-0.00017015484076021714
112,2021-06-15 00:00:00+00:00,Tuesday,58.3928566494,0.0013614703885735935
113,2021-06-16 00:00:00+00:00,Wednesday,57.9661243523,-0.007307953773561193
114,2021-06-17 00:00:00+00:00,Thursday,57.9065803109,-0.0010272213653290674
115,2021-06-18 00:00:00+00:00,Friday,57.9264283247,0.00034275921136139864
116,2021-06-21 00:00:00+00:00,Monday,57.8668842832,-0.0010279253049442216
117,2021-06-22 00:00:00+00:00,Tuesday,57.4500759931,-0.0072028811515088
118,2021-06-23 00:00:00+00:00,Wednesday,57.5393920553,0.0015546726554500623
119,2021-06-24 00:00:00+00:00,Thursday,57.9760483592,0.007588823731059513
120,2021-06-25 00:00:00+00:00,Friday,58.8989810017,0.01591920575168948
121,2021-06-28 00:00:00+00:00,Monday,59.6135094991,0.012131423757218762
122,2021-06-29 00:00:00+00:00,Tuesday,59.7226735751,0.0018311969370241599
123,2021-06-30 00:00:00+00:00,Wednesday,59.4448013817,-0.004652708540426986
124,2021-07-01 00:00:00+00:00,Thursday,59.8516856649,0.006844741234601104
125,2021-07-02 00:00:00+00:00,Friday,60.3280379965,0.007958879124424723
126,2021-07-06 00:00:00+00:00,Tuesday,59.4448013817,-0.014640565881675727
127,2021-07-07 00:00:00+00:00,Wednesday,59.305865285,-0.0023372287142130466
128,2021-07-08 00:00:00+00:00,Thursday,58.8096649396,-0.008366800535081431
129,2021-07-09 00:00:00+00:00,Friday,59.1768531952,0.006243671953872321
130,2021-07-12 00:00:00+00:00,Monday,60.0402417962,0.01458997149023844
131,2021-07-13 00:00:00+00:00,Tuesday,60.1494058722,0.00181818181829696
132,2021-07-14 00:00:00+00:00,Wednesday,59.3455613126,-0.013364131331703222
133,2021-07-15 00:00:00+00:00,Thursday,56.5271433506,-0.047491638795934765
134,2021-07-16 00:00:00+00:00,Friday,56.3584352332,-0.0029845505610219814
135,2021-07-19 00:00:00+00:00,Monday,56.050791019,-0.005458707519593542
136,2021-07-20 00:00:00+00:00,Tuesday,57.1027357513,0.018767705382488176
137,2021-07-21 00:00:00+00:00,Wednesday,57.3309879102,0.003997219325779788
138,2021-07-22 00:00:00+00:00,Thursday,57.5195440415,0.0032889042762587195
139,2021-07-23 00:00:00+00:00,Friday,57.787492228,0.004658385092668249
140,2021-07-26 00:00:00+00:00,Monday,56.3584352332,-0.024729520865201526
141,2021-07-27 00:00:00+00:00,Tuesday,57.023343696,0.011797851733263087
142,2021-07-28 00:00:00+00:00,Wednesday,56.378283247,-0.011312217193697238
143,2021-07-29 00:00:00+00:00,Thursday,57.2019758204,0.014610103854906464
144,2021-07-30 00:00:00+00:00,Friday,56.805015544,-0.006939625261308424
145,2021-08-02 00:00:00+00:00,Monday,56.9439516408,0.0024458420699204897
146,2021-08-03 00:00:00+00:00,Tuesday,57.2218238342,0.004879749040825443
147,2021-08-04 00:00:00+00:00,Wednesday,56.8744835924,-0.006070065903638788
148,2021-08-05 00:00:00+00:00,Thursday,57.9661243523,0.0191938579649078
149,2021-08-06 00:00:00+00:00,Friday,56.0110949914,-0.03372710152257108
150,2021-08-09 00:00:00+00:00,Monday,55.9317029361,-0.0014174344442327014
151,2021-08-10 00:00:00+00:00,Tuesday,55.9813229706,0.0008871540091794916
152,2021-08-11 00:00:00+00:00,Wednesday,56.1798031088,0.003545470661781902
153,2021-08-12 00:00:00+00:00,Thursday,57.46,0.022787493375879597
154,2021-08-13 00:00:00+00:00,Friday,58.48,0.017751479289940697
155,2021-08-16 00:00:00+00:00,Monday,58.75,0.004616963064295598
156,2021-08-17 00:00:00+00:00,Tuesday,59.35,0.010212765957446912
157,2021-08-18 00:00:00+00:00,Wednesday,59.44,0.00151642796967133
158,2021-08-19 00:00:00+00:00,Thursday,59.19,-0.004205921938088775
159,2021-08-20 00:00:00+00:00,Friday,59.39,0.0033789491468154687
160,2021-08-23 00:00:00+00:00,Monday,58.8,-0.009934332379188504
161,2021-08-24 00:00:00+00:00,Tuesday,58.52,-0.004761904761904634
162,2021-08-25 00:00:00+00:00,Wednesday,58.58,0.001025290498974707
163,2021-08-26 00:00:00+00:00,Thursday,58.76,0.003072721065209949
164,2021-08-27 00:00:00+00:00,Friday,58.63,-0.0022123893805309214
165,2021-08-30 00:00:00+00:00,Monday,58.61,-0.00034112229234184444
166,2021-08-31 00:00:00+00:00,Tuesday,58.28,-0.005630438491724954
167,2021-09-01 00:00:00+00:00,Wednesday,58.72,0.007549759780370646
168,2021-09-02 00:00:00+00:00,Thursday,59.59,0.014816076294277947
169,2021-09-03 00:00:00+00:00,Friday,58.83,-0.012753817754656893
170,2021-09-07 00:00:00+00:00,Tuesday,58.39,-0.0074791772904979625
171,2021-09-08 00:00:00+00:00,Wednesday,57.07,-0.022606610721013887
172,2021-09-09 00:00:00+00:00,Thursday,56.29,-0.013667425968109326
173,2021-09-10 00:00:00+00:00,Friday,56.26,-0.0005329543435779183
174,2021-09-13 00:00:00+00:00,Monday,55.96,-0.00533238535371483
175,2021-09-14 00:00:00+00:00,Tuesday,55.96,0.0
176,2021-09-15 00:00:00+00:00,Wednesday,56.45,0.008756254467476854
177,2021-09-16 00:00:00+00:00,Thursday,56.6,0.0026572187776794376
178,2021-09-17 00:00:00+00:00,Friday,55.56,-0.0183745583038869
179,2021-09-20 00:00:00+00:00,Monday,58.5,0.05291576673866083
180,2021-09-21 00:00:00+00:00,Tuesday,59.13,0.010769230769230864
181,2021-09-22 00:00:00+00:00,Wednesday,58.74,-0.006595636732623089
182,2021-09-23 00:00:00+00:00,Thursday,59.48,0.012597889002383234
183,2021-09-24 00:00:00+00:00,Friday,60.35,0.014626765299260436
184,2021-09-27 00:00:00+00:00,Monday,58.72,-0.027009113504556814
185,2021-09-28 00:00:00+00:00,Tuesday,57.63,-0.01856267029972747
186,2021-09-29 00:00:00+00:00,Wednesday,59.67,0.03539823008849563
187,2021-09-30 00:00:00+00:00,Thursday,60.06,0.006535947712418277
188,2021-10-01 00:00:00+00:00,Friday,59.68,-0.006327006327006335
189,2021-10-04 00:00:00+00:00,Monday,60.54,0.014410187667560415
190,2021-10-05 00:00:00+00:00,Tuesday,59.89,-0.010736703006276826
191,2021-10-06 00:00:00+00:00,Wednesday,59.86,-0.0005009183503089654
192,2021-10-07 00:00:00+00:00,Thursday,60.37,0.008519879719345091
193,2021-10-08 00:00:00+00:00,Friday,60.61,0.003975484512174887
194,2021-10-11 00:00:00+00:00,Monday,60.8,0.0031347962382444194
195,2021-10-12 00:00:00+00:00,Tuesday,60.27,-0.008717105263157832
196,2021-10-13 00:00:00+00:00,Wednesday,60.45,0.00298656047784962
197,2021-10-14 00:00:00+00:00,Thursday,59.67,-0.012903225806451646
198,2021-10-15 00:00:00+00:00,Friday,60.22,0.009217362158538522
199,2021-10-18 00:00:00+00:00,Monday,59.29,-0.015443374294254353
200,2021-10-19 00:00:00+00:00,Tuesday,60.17,0.014842300556586308
201,2021-10-20 00:00:00+00:00,Wednesday,60.63,0.007645005816852235
202,2021-10-21 00:00:00+00:00,Thursday,61.22,0.009731156193303558
203,2021-10-22 00:00:00+00:00,Friday,61.79,0.00931068278340419
204,2021-10-25 00:00:00+00:00,Monday,61.77,-0.00032367697038349075
205,2021-10-26 00:00:00+00:00,Tuesday,62.26,0.007932653391613975
206,2021-10-27 00:00:00+00:00,Wednesday,61.77,-0.007870221651140263
207,2021-10-28 00:00:00+00:00,Thursday,62.19,0.006799417192811852
208,2021-10-29 00:00:00+00:00,Friday,62.38,0.0030551535616658576
209,2021-11-01 00:00:00+00:00,Monday,62.46,0.0012824623276690428
210,2021-11-02 00:00:00+00:00,Tuesday,63.56,0.01761127121357675
211,2021-11-03 00:00:00+00:00,Wednesday,63.83,0.004247954688483269
212,2021-11-04 00:00:00+00:00,Thursday,63.83,0.0
213,2021-11-05 00:00:00+00:00,Friday,63.09,-0.011593294689017597
214,2021-11-08 00:00:00+00:00,Monday,62.99,-0.0015850372483753317
215,2021-11-09 00:00:00+00:00,Tuesday,62.7,-0.004603905381806661
216,2021-11-10 00:00:00+00:00,Wednesday,63.14,0.007017543859649145
217,2021-11-11 00:00:00+00:00,Thursday,62.92,-0.0034843205574912606
218,2021-11-12 00:00:00+00:00,Friday,58.8,-0.06547997457088373
219,2021-11-15 00:00:00+00:00,Monday,59.78,0.01666666666666683
220,2021-11-16 00:00:00+00:00,Tuesday,57.63,-0.03596520575443285
221,2021-11-17 00:00:00+00:00,Wednesday,57.73,0.001735207357279167
222,2021-11-18 00:00:00+00:00,Thursday,56.71,-0.017668456608349148
223,2021-11-19 00:00:00+00:00,Friday,56.66,-0.0008816787162758688
224,2021-11-22 00:00:00+00:00,Monday,56.55,-0.0019414048711613452
225,2021-11-23 00:00:00+00:00,Tuesday,56.73,0.0031830238726791027
226,2021-11-24 00:00:00+00:00,Wednesday,56.34,-0.006874669487043739
227,2021-11-26 00:00:00+00:00,Friday,56.58,0.004259850905218299
228,2021-11-29 00:00:00+00:00,Monday,55.53,-0.01855779427359483
229,2021-11-30 00:00:00+00:00,Tuesday,54.83,-0.012605798667387091
