time,close,change
2021-11-01 04:05:00,339.0,
2021-11-01 04:20:00,339.99,0.0029203539823008384
2021-11-01 04:30:00,339.96,-8.823788934975152e-05
2021-11-01 04:45:00,338.01,-0.00573596893752204
2021-11-01 05:10:00,341.0,0.008845892133368949
2021-11-01 05:15:00,341.0,0.0
2021-11-01 06:00:00,340.99,-2.9325513196454267e-05
2021-11-01 06:10:00,338.37,-0.007683509780345488
2021-11-01 06:15:00,337.2,-0.003457753346927994
2021-11-01 06:20:00,337.0,-0.0005931198102016033
2021-11-01 06:25:00,337.55,0.0016320474777449245
2021-11-01 06:30:00,337.7,0.0004443786105761127
2021-11-01 06:45:00,337.0,-0.0020728457210541507
2021-11-01 07:00:00,337.0,0.0
2021-11-01 07:05:00,335.48,-0.004510385756676505
2021-11-01 07:10:00,334.35,-0.0033683080958626377
2021-11-01 07:15:00,333.98,-0.0011066247943771756
2021-11-01 07:25:00,334.5,0.0015569794598477849
2021-11-01 07:30:00,335.0,0.001494768310911887
2021-11-01 07:40:00,336.0,0.0029850746268655914
2021-11-01 07:45:00,336.42,0.0012499999999999734
2021-11-01 07:50:00,336.0,-0.0012484394506866447
2021-11-01 07:55:00,336.5,0.0014880952380953438
2021-11-01 08:00:00,336.5,0.0
2021-11-01 08:05:00,336.44,-0.00017830609212476922
2021-11-01 08:10:00,335.5,-0.0027939602900962646
2021-11-01 08:15:00,335.5,0.0
2021-11-01 08:20:00,335.5,0.0
2021-11-01 08:25:00,336.49,0.0029508196721310664
2021-11-01 08:30:00,336.99,0.00148592825938354
2021-11-01 08:35:00,336.5,-0.0014540490815750928
2021-11-01 08:40:00,336.16,-0.0010104011887072106
2021-11-01 08:45:00,335.97,-0.0005652070442646595
2021-11-01 08:50:00,336.0,8.929368693633144e-05
2021-11-01 09:00:00,335.5,-0.0014880952380952328
2021-11-01 09:05:00,335.28,-0.0006557377049181135
2021-11-01 09:10:00,334.56,-0.0021474588403721517
2021-11-01 09:15:00,334.6,0.00011956001912971637
2021-11-01 09:20:00,334.56,-0.00011954572624039983
2021-11-01 09:25:00,334.6,0.00011956001912971637
2021-11-01 09:30:00,334.99,0.001165570830842677
2021-11-01 09:35:00,327.47,-0.022448431296456572
2021-11-01 09:40:00,326.365,-0.003374354902739185
2021-11-01 09:45:00,322.72,-0.011168477011934463
2021-11-01 09:50:00,321.8402,-0.002726202280614931
2021-11-01 09:55:00,325.2655,0.010642859406624794
2021-11-01 10:00:00,327.185,0.0059013329111141655
2021-11-01 10:05:00,324.56,-0.008022983938750228
2021-11-01 10:10:00,325.814,0.003863692383534678
2021-11-01 10:15:00,324.355,-0.004478015063809404
2021-11-01 10:20:00,324.8399,0.0014949669343773397
2021-11-01 10:25:00,327.2,0.007265425214082244
2021-11-01 10:30:00,326.695,-0.001543398533007334
2021-11-01 10:35:00,325.38,-0.0040251610829672435
2021-11-01 10:40:00,325.11,-0.0008297990042411829
2021-11-01 10:45:00,325.63,0.001599458644766294
2021-11-01 10:50:00,327.215,0.004867487639345303
2021-11-01 10:55:00,327.51,0.0009015479119234282
2021-11-01 11:00:00,327.33,-0.0005496015388842812
2021-11-01 11:05:00,327.84,0.0015580606727156887
2021-11-01 11:10:00,327.725,-0.0003507808687163161
2021-11-01 11:15:00,327.63,-0.0002898771836143954
2021-11-01 11:20:00,327.45,-0.000549400238073483
2021-11-01 11:25:00,328.81,0.004153305848221045
2021-11-01 11:30:00,328.57,-0.000729904808247972
2021-11-01 11:35:00,328.82,0.000760872873360352
2021-11-01 11:40:00,328.5,-0.0009731768140623931
2021-11-01 11:45:00,327.68,-0.0024961948249618837
2021-11-01 11:50:00,327.0,-0.0020751953125
2021-11-01 11:55:00,326.985,-4.587155963298173e-05
2021-11-01 12:00:00,327.36,0.0011468415982385238
2021-11-01 12:05:00,328.05,0.002107771260997149
2021-11-01 12:10:00,328.3,0.0007620789513793635
2021-11-01 12:15:00,327.83,-0.0014316174230887269
2021-11-01 12:20:00,327.94,0.0003355397614617228
2021-11-01 12:25:00,328.7499,0.0024696590839787813
2021-11-01 12:30:00,331.0,0.006844412728338467
2021-11-01 12:35:00,330.7,-0.0009063444108761143
2021-11-01 12:40:00,330.0,-0.002116722104626545
2021-11-01 12:45:00,331.355,0.0041060606060605576
2021-11-01 12:50:00,332.65,0.003908195138144777
2021-11-01 12:55:00,331.625,-0.003081316699233394
2021-11-01 13:00:00,331.93,0.0009197135318508298
2021-11-01 13:05:00,331.32,-0.0018377368722320986
2021-11-01 13:10:00,331.1,-0.0006640106241698751
2021-11-01 13:15:00,330.8172,-0.0008541226215644793
2021-11-01 13:20:00,331.2399,0.0012777449298282395
2021-11-01 13:25:00,330.56,-0.0020525908865447473
2021-11-01 13:30:00,330.53,-9.07550822847325e-05
2021-11-01 13:35:00,331.62,0.003297733942456249
2021-11-01 13:40:00,334.25,0.007930764127615841
2021-11-01 13:45:00,332.31,-0.00580403889304415
2021-11-01 13:50:00,332.885,0.001730312058018102
2021-11-01 13:55:00,333.845,0.0028838788170089114
2021-11-01 14:00:00,334.9382,0.0032745735296320078
2021-11-01 14:05:00,334.8699,-0.0002039182153603658
2021-11-01 14:10:00,334.68,-0.0005670859041077003
2021-11-01 14:15:00,332.035,-0.007903071590773192
2021-11-01 14:20:00,331.4,-0.0019124489888115992
2021-11-01 14:25:00,332.155,0.002278213639106852
2021-11-01 14:30:00,333.1,0.002845057277476082
2021-11-01 14:35:00,333.6326,0.0015989192434704425
2021-11-01 14:40:00,332.6301,-0.003004802288505415
2021-11-01 14:45:00,332.68,0.00015001648978851811
2021-11-01 14:50:00,334.5086,0.005496573283635842
2021-11-01 14:55:00,336.15,0.004906899254607966
2021-11-01 15:00:00,335.67,-0.001427933958054295
2021-11-01 15:05:00,335.915,0.0007298835165490125
2021-11-01 15:10:00,336.895,0.002917404700593762
2021-11-01 15:15:00,337.65,0.002241054334436443
2021-11-01 15:20:00,336.69,-0.002843180808529522
2021-11-01 15:25:00,336.745,0.00016335501499908922
2021-11-01 15:30:00,336.64,-0.00031180863858415453
2021-11-01 15:35:00,336.961,0.0009535408745247054
2021-11-01 15:40:00,336.6,-0.0010713406002474946
2021-11-01 15:45:00,336.705,0.00031194295900172087
2021-11-01 15:50:00,335.9542,-0.002229845116645035
2021-11-01 15:55:00,336.72,0.0022794773811429803
2021-11-01 16:00:00,337.41,0.002049180327868827
2021-11-01 16:05:00,336.57,-0.00248955276962759
2021-11-01 16:10:00,336.76,0.0005645185251210716
2021-11-01 16:15:00,337.2,0.0013065684760660279
2021-11-01 16:20:00,337.0,-0.0005931198102016033
2021-11-01 16:30:00,337.2,0.0005934718100890635
2021-11-01 16:35:00,337.1,-0.00029655990510069064
2021-11-01 16:50:00,337.3,0.0005932957579353193
2021-11-01 17:00:00,336.97,-0.0009783575452119164
2021-11-01 17:20:00,336.97,0.0
2021-11-01 18:05:00,336.55,-0.0012464017568329933
2021-11-01 18:20:00,336.5,-0.00014856633486859394
2021-11-01 18:25:00,336.4,-0.00029717682020813374
2021-11-01 18:35:00,336.25,-0.00044589774078473976
2021-11-01 18:40:00,336.0,-0.0007434944237918462
2021-11-01 18:45:00,335.0,-0.0029761904761904656
2021-11-01 19:20:00,335.05,0.00014925373134322406
2021-11-01 19:35:00,335.25,0.0005969258319653559
2021-11-01 19:40:00,335.25,0.0
2021-11-01 19:45:00,335.01,-0.0007158836689038495
2021-11-01 19:50:00,335.0,-2.9849855228136768e-05
2021-11-01 19:55:00,335.0,0.0
2021-11-01 20:00:00,335.0,0.0
2021-11-02 05:15:00,333.1,-0.005671641791044735
2021-11-02 05:25:00,334.91,0.005433803662563852
2021-11-02 05:30:00,332.58,-0.0069570929503449674
2021-11-02 05:35:00,331.08,-0.004510193036261989
2021-11-02 05:40:00,333.66,0.007792678506705508
2021-11-02 07:10:00,337.0,0.010010190013786335
2021-11-02 07:15:00,337.98,0.0029080118694362334
2021-11-02 07:25:00,339.0,0.0030179300550328136
2021-11-02 07:35:00,337.0,-0.005899705014749235
2021-11-02 07:40:00,336.54,-0.0013649851632047127
2021-11-02 07:45:00,336.51,-8.914244963464935e-05
2021-11-02 07:50:00,336.38,-0.00038631838578351285
2021-11-02 08:00:00,336.5,0.0003567394018668679
2021-11-02 08:05:00,336.0,-0.0014858841010401136
2021-11-02 08:25:00,336.9,0.002678571428571308
2021-11-02 08:30:00,337.0,0.00029682398337782523
2021-11-02 08:35:00,337.743,0.002204747774480653
2021-11-02 08:40:00,337.0,-0.0021998975552417477
2021-11-02 08:55:00,339.0,0.005934718100890191
2021-11-02 09:00:00,338.0,-0.002949852507374673
2021-11-02 09:05:00,338.06,0.00017751479289951355
2021-11-02 09:10:00,340.0,0.005738626279358616
2021-11-02 09:15:00,339.1,-0.0026470588235293357
2021-11-02 09:20:00,339.5,0.0011795930404010502
2021-11-02 09:25:00,338.0,-0.004418262150220897
2021-11-02 09:30:00,338.94,0.0027810650887574173
2021-11-02 09:35:00,342.83,0.011476957573611779
2021-11-02 09:40:00,338.45,-0.012776011434238566
2021-11-02 09:45:00,339.97,0.0044910621953022645
2021-11-02 09:50:00,340.992,0.003006147601258835
2021-11-02 09:55:00,338.95,-0.005988410285285406
2021-11-02 10:00:00,339.695,0.0021979643015193062
2021-11-02 10:05:00,341.6499,0.005754868337773722
2021-11-02 10:10:00,341.375,-0.0008046248513463583
2021-11-02 10:15:00,343.51,0.0062541193701939335
2021-11-02 10:20:00,345.1,0.004628686210008448
2021-11-02 10:25:00,345.91,0.002347145754853619
2021-11-02 10:30:00,344.874,-0.0029949986990835953
2021-11-02 10:35:00,345.51,0.0018441517771707883
2021-11-02 10:40:00,343.3,-0.006396341639894554
2021-11-02 10:45:00,343.21,-0.0002621613748908791
2021-11-02 10:50:00,343.37,0.00046618688266675257
2021-11-02 10:55:00,344.57,0.003494772402947266
2021-11-02 11:00:00,344.6,8.706503758326711e-05
2021-11-02 11:05:00,344.05,-0.0015960533952409373
2021-11-02 11:10:00,343.655,-0.001148088940561065
2021-11-02 11:15:00,344.55,0.0026043561129622805
2021-11-02 11:20:00,346.245,0.004919460165433209
2021-11-02 11:25:00,345.82,-0.0012274545480801535
2021-11-02 11:30:00,345.11,-0.0020530912035162663
2021-11-02 11:35:00,346.22,0.0032163657964128234
2021-11-02 11:40:00,347.39,0.0033793541678699413
2021-11-02 11:45:00,346.83,-0.0016120210714183347
2021-11-02 11:50:00,347.73,0.0025949312343223063
2021-11-02 11:55:00,346.68,-0.0030195841601242668
2021-11-02 12:00:00,345.23,-0.004182531441098369
2021-11-02 12:05:00,344.4,-0.0024041943052458548
2021-11-02 12:10:00,343.5,-0.00261324041811839
2021-11-02 12:15:00,343.645,0.00042212518195050563
2021-11-02 12:20:00,344.6198,0.0028366482852943964
2021-11-02 12:25:00,345.25,0.0018286819271555732
2021-11-02 12:30:00,344.1999,-0.003041564083997028
2021-11-02 12:35:00,343.68,-0.0015104594742764155
2021-11-02 12:40:00,343.3298,-0.0010189711359405162
2021-11-02 12:45:00,342.88,-0.0013101105700699112
2021-11-02 12:50:00,343.17,0.000845776948203536
2021-11-02 12:55:00,343.68,0.0014861438936970561
2021-11-02 13:00:00,343.37,-0.0009020018621973547
2021-11-02 13:05:00,343.515,0.00042228499868945946
2021-11-02 13:10:00,343.24,-0.0008005472832335325
2021-11-02 13:15:00,343.36,0.0003496096026103235
2021-11-02 13:20:00,342.905,-0.0013251397949675114
2021-11-02 13:25:00,342.65,-0.0007436461993846066
2021-11-02 13:30:00,340.98,-0.004873777907485666
2021-11-02 13:35:00,340.5866,-0.0011537333567952501
2021-11-02 13:40:00,341.81,0.0035920379721341433
2021-11-02 13:45:00,341.5101,-0.0008773880225856345
2021-11-02 13:50:00,341.95,0.001288102460220042
2021-11-02 13:55:00,342.36,0.0011990057025881296
2021-11-02 14:00:00,342.5,0.000408926276434185
2021-11-02 14:05:00,342.84,0.0009927007299268542
2021-11-02 14:10:00,342.51,-0.0009625481274063707
2021-11-02 14:15:00,342.3975,-0.0003284575632828135
2021-11-02 14:20:00,343.1001,0.0020520009637921
2021-11-02 14:25:00,342.825,-0.000801806819642481
2021-11-02 14:30:00,343.79,0.002814847225260708
2021-11-02 14:35:00,344.33,0.0015707263154831619
2021-11-02 14:40:00,344.8878,0.0016199575988151693
2021-11-02 14:45:00,344.97,0.0002383383813517881
2021-11-02 14:50:00,347.1,0.006174449952169647
2021-11-02 14:55:00,347.3,0.0005762028233937677
2021-11-02 15:00:00,346.1,-0.0034552260293694292
2021-11-02 15:05:00,346.8,0.0020225368390638376
2021-11-02 15:10:00,347.3036,0.0014521337946944435
2021-11-02 15:15:00,346.4,-0.0026017582311269605
2021-11-02 15:20:00,347.0553,0.0018917436489607198
2021-11-02 15:25:00,347.02,-0.00010171289705129816
2021-11-02 15:30:00,346.1683,-0.0024543253991123892
2021-11-02 15:35:00,347.0,0.0024025885674685554
2021-11-02 15:40:00,346.72,-0.0008069164265128714
2021-11-02 15:45:00,347.075,0.0010238809413936067
2021-11-02 15:50:00,347.28,0.0005906504357846565
2021-11-02 15:55:00,349.14,0.005355908776779605
2021-11-02 16:00:00,348.63,-0.0014607320845505534
2021-11-02 16:05:00,348.01,-0.0017783896968132096
2021-11-02 16:10:00,348.6,0.0016953535817936238
2021-11-02 16:15:00,348.55,-0.00014343086632251367
2021-11-02 16:20:00,348.64,0.00025821259503655547
2021-11-02 16:30:00,348.11,-0.0015201927489673084
2021-11-02 16:35:00,348.15,0.00011490620780785221
2021-11-02 16:40:00,348.65,0.001436162573603239
2021-11-02 16:45:00,348.65,0.0
2021-11-02 16:50:00,349.03,0.0010899182561308063
2021-11-02 16:55:00,349.0,-8.59524969200054e-05
2021-11-02 17:00:00,348.1,-0.002578796561604535
2021-11-02 17:05:00,349.5,0.0040218328066647935
2021-11-02 17:10:00,349.6,0.0002861230329043174
2021-11-02 17:20:00,350.65,0.0030034324942791457
2021-11-02 17:25:00,348.51,-0.006102951661200562
2021-11-02 17:35:00,349.11,0.0017216148747525306
